kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
ITK	TEC	1	14	6	28	46	268	0.4161490683229814	-1.2648276876568447	0.9271534499999858	1.0000000000004792	0.032848381310678375	2.081018672821495e-13	1.2484472049689441	0.3201348130643117	0.36519712023740725	1.0000000000004994	0.4374726557542071	2.1687724722778012e-13	downregulated set	0.8009950248756219	-0.3201348130643117	0.36519712023740725	1.0000000000004994	0.4374726557542071	2.1687724722778012e-13
JAK2	JAK	6	14	4	28	75	268	1.5314285714285716	0.6148780786254437	0.1829275861247259	1.0000000000004792	0.7377207964462229	2.081018672821495e-13	0.5104761904761905	-0.9700844220957124	0.9695449742324389	1.0000000000004994	0.013432040522405573	2.1687724722778012e-13	upregulated set	1.5314285714285716	0.6148780786254437	0.1829275861247259	1.0000000000004792	0.7377207964462229	2.081018672821495e-13
JAK3	JAK	6	14	11	28	69	268	1.6645962732919253	0.7351723123431554	0.13616209544139862	1.0000000000004792	0.8659437737134085	2.081018672821495e-13	1.5258799171842647	0.6096414302592963	0.09740489801569197	0.9598673236417745	1.011419204027918	0.017788792577450554	upregulated set	1.6645962732919253	0.7351723123431554	0.13616209544139862	1.0000000000004792	0.8659437737134085	2.081018672821495e-13
JAK1	JAK	8	14	11	28	94	268	1.6291793313069907	0.7041454167225308	0.08439994266057217	0.7598321611584691	1.0736578484241739	0.1192823281568531	1.1200607902735562	0.16357703535982818	0.40104286715469056	1.0000000000004994	0.3968092035051917	2.1687724722778012e-13	upregulated set	1.6291793313069907	0.7041454167225308	0.08439994266057217	0.7598321611584691	1.0736578484241739	0.1192823281568531
VEGFR2	VEGFR	3	14	0	28	42	268	1.36734693877551	0.45137934634256394	0.3919924196907167	1.0000000000004792	0.40672233124057255	2.081018672821495e-13	0.1139455782312925	-3.1335831543785924	1.0000000000004994	1.0000000000004994	2.1687724722778012e-13	2.1687724722778012e-13	upregulated set	1.36734693877551	0.45137934634256394	0.3919924196907167	1.0000000000004792	0.40672233124057255	2.081018672821495e-13
VEGFR3	VEGFR	6	14	8	28	53	268	2.1671159029649596	1.1157763145581254	0.04887335605584161	0.7438766786745143	1.3109278376346243	0.12849905667236047	1.4447439353099731	0.5308138138369692	0.19463281497259144	0.996975412760065	0.7107839361125416	0.0013155520537391867	upregulated set	2.1671159029649596	1.1157763145581254	0.04887335605584161	0.7438766786745143	1.3109278376346243	0.12849905667236047
VEGFR1	VEGFR	4	14	9	28	76	268	1.0075187969924813	0.010806754956582912	0.5974505173936665	1.0000000000004792	0.2236980584347028	2.081018672821495e-13	1.1334586466165415	0.1807317563988954	0.41069590880132756	1.0000000000004994	0.38647962340360986	2.1687724722778012e-13	downregulated set	0.8822553897180762	-0.1807317563988954	0.41069590880132756	1.0000000000004994	0.38647962340360986	2.1687724722778012e-13
EGFR	ErbB	4	14	8	28	69	268	1.1097308488612836	0.1502098116219992	0.5119930086543775	1.0000000000004792	0.29073596934361345	2.081018672821495e-13	1.1097308488612836	0.1502098116219992	0.4493856595456035	1.0000000000004994	0.34738079057194693	2.1687724722778012e-13	upregulated set	1.1097308488612836	0.1502098116219992	0.5119930086543775	1.0000000000004792	0.29073596934361345	2.081018672821495e-13
FRK	FRK	0	14	0	28	11	268	0.8701298701298701	-0.200697350237129	1.00000000000039	1.0000000000004792	1.693359031267242e-13	2.081018672821495e-13	0.43506493506493504	-1.200697350237129	0.999999999999926	1.0000000000004994	3.216032100955332e-14	2.1687724722778012e-13	upregulated set	0.8701298701298701	-0.200697350237129	1.00000000000039	1.0000000000004792	1.693359031267242e-13	2.081018672821495e-13
CSFR	PDGFR	1	14	3	28	33	268	0.5800865800865801	-0.785659850958285	0.8418966062374389	1.0000000000004792	0.07474124115798945	2.081018672821495e-13	0.8701298701298701	-0.200697350237129	0.691797995777516	1.0000000000004994	0.1600207005234876	2.1687724722778012e-13	downregulated set	1.1492537313432836	0.200697350237129	0.691797995777516	1.0000000000004994	0.1600207005234876	2.1687724722778012e-13
PYK2	FAK	3	14	6	28	44	268	1.305194805194805	0.3842651504840271	0.42173912430262184	1.0000000000004792	0.37495610806606583	2.081018672821495e-13	1.305194805194805	0.3842651504840271	0.3273033492474595	1.0000000000004994	0.4850495505971346	2.1687724722778012e-13	upregulated set	1.305194805194805	0.3842651504840271	0.42173912430262184	1.0000000000004792	0.37495610806606583	2.081018672821495e-13
BLK	SRC	2	14	4	28	53	268	0.7223719676549866	-0.46918618616303076	0.7966548474440953	1.0000000000004792	0.09872979694460408	2.081018672821495e-13	0.7223719676549866	-0.46918618616303076	0.8288408372063324	1.0000000000004994	0.08152885926818816	2.1687724722778012e-13	upregulated set	0.7223719676549866	-0.46918618616303076	0.7966548474440953	1.0000000000004792	0.09872979694460408	2.081018672821495e-13
TNK1	ACK	7	14	9	28	107	268	1.252336448598131	0.3246222040566257	0.3155237546531573	1.0000000000004792	0.5009679387132565	2.081018672821495e-13	0.8050734312416556	-0.31280771655866607	0.8428430848808028	1.0000000000004994	0.07425327201063256	2.1687724722778012e-13	upregulated set	1.252336448598131	0.3246222040566257	0.3155237546531573	1.0000000000004792	0.5009679387132565	2.081018672821495e-13
ETK	TEC	1	14	3	28	41	268	0.46689895470383275	-1.0988177362179155	0.9013587370522783	1.0000000000004792	0.0451023272065532	2.081018672821495e-13	0.7003484320557491	-0.5138552354967592	0.8214535807726226	1.0000000000004994	0.08541697292750705	2.1687724722778012e-13	downregulated set	1.427860696517413	0.5138552354967592	0.8214535807726226	1.0000000000004994	0.08541697292750705	2.1687724722778012e-13
ALK	LTKR	1	14	3	28	26	268	0.7362637362637362	-0.441705449740924	0.7641054674781848	1.0000000000004792	0.11684669275604935	2.081018672821495e-13	1.1043956043956042	0.14325705098023214	0.5344305903791411	1.0000000000004994	0.27210869115257996	2.1687724722778012e-13	downregulated set	0.9054726368159205	-0.14325705098023214	0.5344305903791411	1.0000000000004994	0.27210869115257996	2.1687724722778012e-13
FLT3	PDGFR	3	14	3	28	36	268	1.5952380952380951	0.6737717676790121	0.3026446655263572	1.0000000000004792	0.5190669766428364	2.081018672821495e-13	0.7976190476190476	-0.32622823232098797	0.7466634347080014	1.0000000000004994	0.12687511624021194	2.1687724722778012e-13	upregulated set	1.5952380952380951	0.6737717676790121	0.3026446655263572	1.0000000000004792	0.5190669766428364	2.081018672821495e-13
LCK	SRC	2	14	6	28	47	268	0.8145896656534953	-0.2958545832774692	0.7347558952464126	1.0000000000004792	0.1338569207195004	2.081018672821495e-13	1.221884498480243	0.289107917443687	0.3843563273645354	1.0000000000004994	0.4152659650776487	2.1687724722778012e-13	downregulated set	0.8184079601990051	-0.289107917443687	0.3843563273645354	1.0000000000004994	0.4152659650776487	2.1687724722778012e-13
ROS	ROSR	4	14	8	28	73	268	1.0489236790606653	0.06890970952015102	0.5615565056064019	1.0000000000004792	0.25060653710801706	2.081018672821495e-13	1.0489236790606653	0.06890970952015102	0.5176577007932082	1.0000000000004994	0.28595732094169435	2.1687724722778012e-13	upregulated set	1.0489236790606653	0.06890970952015102	0.5615565056064019	1.0000000000004792	0.25060653710801706	2.081018672821495e-13
MER	TAMR	2	14	5	28	51	268	0.7507002801120448	-0.4136910735713273	0.7774219399530389	1.0000000000004792	0.10934320712373331	2.081018672821495e-13	0.938375350140056	-0.09176297868396492	0.6426642179255838	1.0000000000004994	0.19201587994034938	2.1687724722778012e-13	downregulated set	1.0656716417910448	0.09176297868396492	0.6426642179255838	1.0000000000004994	0.19201587994034938	2.1687724722778012e-13
MET	HGFR	2	14	3	28	35	268	1.0938775510204082	0.1294512514552019	0.5709672026785804	1.0000000000004792	0.24338883764696614	2.081018672821495e-13	0.8204081632653062	-0.28558624782364184	0.7292311563495811	1.0000000000004994	0.13713478441964078	2.1687724722778012e-13	upregulated set	1.0938775510204082	0.1294512514552019	0.5709672026785804	1.0000000000004792	0.24338883764696614	2.081018672821495e-13
SRC	SRC	0	14	3	28	56	268	0.17091836734693877	-2.548620653657436	0.9999999999999798	1.0000000000004792	8.775379945635001e-15	2.081018672821495e-13	0.5127551020408163	-0.9636581529362797	0.9464529253852489	1.0000000000004994	0.023900982074028035	2.1687724722778012e-13	downregulated set	1.9502487562189055	0.9636581529362797	0.9464529253852489	1.0000000000004994	0.023900982074028035	2.1687724722778012e-13
CSK	CSK	3	14	8	28	50	268	1.1485714285714284	0.19984057934659955	0.5089012740713899	1.0000000000004792	0.2933664618374903	2.081018672821495e-13	1.5314285714285714	0.6148780786254435	0.15635887128344386	0.996975412760065	0.8058774732944161	0.0013155520537391867	downregulated set	0.6529850746268657	-0.6148780786254435	0.15635887128344386	0.996975412760065	0.8058774732944161	0.0013155520537391867
FYN	SRC	1	14	5	28	62	268	0.3087557603686636	-1.695462041986707	0.9736440135643668	1.0000000000004792	0.0115998020581027	2.081018672821495e-13	0.771889400921659	-0.3735339470993445	0.8059514054679073	1.0000000000004994	0.09369114302538666	2.1687724722778012e-13	downregulated set	1.2955223880597013	0.3735339470993445	0.8059514054679073	1.0000000000004994	0.09369114302538666	2.1687724722778012e-13
TIE2	TIER	3	14	3	28	46	268	1.2484472049689441	0.3201348130643117	0.4512226566630645	1.0000000000004792	0.34560910180682863	2.081018672821495e-13	0.6242236024844721	-0.6798651869356883	0.8775033355776733	1.0000000000004994	0.05675122401287993	2.1687724722778012e-13	upregulated set	1.2484472049689441	0.3201348130643117	0.4512226566630645	1.0000000000004792	0.34560910180682863	2.081018672821495e-13
BRK	FRK	5	14	4	28	99	268	0.9668109668109668	-0.048694256792078984	0.6385468388593908	1.0000000000004792	0.19480724074654385	2.081018672821495e-13	0.3867243867243867	-1.3706223516794414	0.9972708732768107	1.0000000000004994	0.0011868649664117288	2.1687724722778012e-13	upregulated set	0.9668109668109668	-0.048694256792078984	0.6385468388593908	1.0000000000004792	0.19480724074654385	2.081018672821495e-13
CTK	CSK	2	14	2	28	42	268	0.91156462585034	-0.1335831543785921	0.6731459155599541	1.0000000000004792	0.17189078502753805	2.081018672821495e-13	0.45578231292517	-1.1335831543785921	0.9437104009775134	1.0000000000004994	0.025161258406744325	2.1687724722778012e-13	upregulated set	0.91156462585034	-0.1335831543785921	0.6731459155599541	1.0000000000004792	0.17189078502753805	2.081018672821495e-13
EPHB2	EPHR	1	14	6	28	50	268	0.38285714285714284	-1.3851219213745565	0.9431151095781423	1.0000000000004792	0.025435297290576503	2.081018672821495e-13	1.1485714285714284	0.19984057934659955	0.442138802190649	1.0000000000004994	0.354441369650077	2.1687724722778012e-13	downregulated set	0.8706467661691544	-0.19984057934659955	0.442138802190649	1.0000000000004994	0.354441369650077	2.1687724722778012e-13
EPHB1	EPHR	1	14	8	28	21	268	0.91156462585034	-0.1335831543785921	0.6882035800159504	1.0000000000004792	0.1622830725213537	2.081018672821495e-13	3.64625850340136	1.866416845621408	0.0025537528742826613	0.09959636209702379	2.5928211315550334	1.001756524528534	downregulated set	0.2742537313432836	-1.866416845621408	0.0025537528742826613	0.09959636209702379	2.5928211315550334	1.001756524528534
EPHB4	EPHR	0	14	5	28	27	268	0.3544973544973545	-1.4961532337633003	1.000000000000108	1.0000000000004792	4.6866314874487226e-14	2.081018672821495e-13	1.7724867724867726	0.8257748611240622	0.1698468632717614	0.996975412760065	0.7699424692610967	0.0013155520537391867	downregulated set	0.5641791044776119	-0.8257748611240622	0.1698468632717614	0.996975412760065	0.7699424692610967	0.0013155520537391867
EPHB3	EPHR	0	14	6	28	53	268	0.18059299191374664	-2.469186186163031	0.9999999999998075	1.0000000000004792	8.360719135017804e-14	2.081018672821495e-13	1.0835579514824798	0.11577631455812534	0.49947700337156786	1.0000000000004994	0.30148450251055514	2.1687724722778012e-13	downregulated set	0.9228855721393034	-0.11577631455812534	0.49947700337156786	1.0000000000004994	0.30148450251055514	2.1687724722778012e-13
EPHA5	EPHR	1	14	7	28	61	268	0.31381733021077285	-1.6720030691627181	0.9718528300206064	1.0000000000004792	0.01239949633824862	2.081018672821495e-13	1.098360655737705	0.1353518528948863	0.47327755737637617	1.0000000000004994	0.32488408910624644	2.1687724722778012e-13	downregulated set	0.9104477611940298	-0.1353518528948863	0.47327755737637617	1.0000000000004994	0.32488408910624644	2.1687724722778012e-13
EPHA4	EPHR	1	14	10	28	70	268	0.27346938775510204	-1.8705487485447982	0.9846016835733281	1.0000000000004792	0.006739425961210377	2.081018672821495e-13	1.3673469387755104	0.45137934634256444	0.1917454780941474	0.996975412760065	0.7172748691621144	0.0013155520537391867	downregulated set	0.7313432835820894	-0.45137934634256444	0.1917454780941474	0.996975412760065	0.7172748691621144	0.0013155520537391867
EPHA7	EPHR	1	14	1	28	10	268	1.9142857142857144	0.936806173512806	0.4348005372213194	1.0000000000004792	0.3617099279893529	2.081018672821495e-13	0.9571428571428572	-0.06319382648719396	0.6714306251329248	1.0000000000004994	0.17299885370029922	2.1687724722778012e-13	upregulated set	1.9142857142857144	0.936806173512806	0.4348005372213194	1.0000000000004792	0.3617099279893529	2.081018672821495e-13
EPHA6	EPHR	1	14	1	28	30	268	0.638095238095238	-0.6481563272083504	0.8120570417805352	1.0000000000004792	0.09041346329523538	2.081018672821495e-13	0.319047619047619	-1.6481563272083504	0.961519220589401	1.0000000000004994	0.017042029873256117	2.1687724722778012e-13	upregulated set	0.638095238095238	-0.6481563272083504	0.8120570417805352	1.0000000000004792	0.09041346329523538	2.081018672821495e-13
MUSK	MuSK	5	14	7	28	38	268	2.518796992481203	1.3327348498439453	0.045273330879216686	0.7438766786745143	1.3441575521305942	0.12849905667236047	1.7631578947368423	0.8181616770141871	0.1107539219586663	0.9598673236417745	0.9556408858286061	0.017788792577450554	upregulated set	2.518796992481203	1.3327348498439453	0.045273330879216686	0.7438766786745143	1.3441575521305942	0.12849905667236047
EPHA8	EPHR	0	14	2	28	33	268	0.29004329004329005	-1.7856598509582853	1.000000000000053	1.0000000000004792	2.304742645062295e-14	2.081018672821495e-13	0.5800865800865801	-0.785659850958285	0.8726250820479229	1.0000000000004994	0.059172308151334355	2.1687724722778012e-13	downregulated set	1.7238805970149254	0.785659850958285	0.8726250820479229	1.0000000000004994	0.059172308151334355	2.1687724722778012e-13
ARG	ABL	4	14	6	28	68	268	1.1260504201680672	0.1712714271498289	0.4993562358577353	1.0000000000004792	0.3015895223738242	2.081018672821495e-13	0.8445378151260503	-0.24376607212901508	0.7484870126389264	1.0000000000004994	0.12581573090968318	2.1687724722778012e-13	upregulated set	1.1260504201680672	0.1712714271498289	0.4993562358577353	1.0000000000004792	0.3015895223738242	2.081018672821495e-13
BTK	TEC	1	14	6	28	48	268	0.39880952380952384	-1.3262282323209877	0.935591939242985	1.0000000000004792	0.028913528587309705	2.081018672821495e-13	1.1964285714285714	0.2587342684001683	0.4035960215584597	1.0000000000004994	0.3940531234651654	2.1687724722778012e-13	downregulated set	0.835820895522388	-0.2587342684001683	0.4035960215584597	1.0000000000004994	0.3940531234651654	2.1687724722778012e-13
EPHA1	EPHR	0	14	0	28	15	268	0.638095238095238	-0.6481563272083504	1.0000000000004792	1.0000000000004792	2.081018672821495e-13	2.081018672821495e-13	0.319047619047619	-1.6481563272083504	1.00000000000012	1.0000000000004994	5.207368319387438e-14	2.1687724722778012e-13	upregulated set	0.638095238095238	-0.6481563272083504	1.0000000000004792	1.0000000000004792	2.081018672821495e-13	2.081018672821495e-13
EPHA3	EPHR	1	14	7	28	44	268	0.43506493506493504	-1.200697350237129	0.9176977894677504	1.0000000000004792	0.03730031441434072	2.081018672821495e-13	1.5227272727272727	0.6066575718204752	0.18584810953052208	0.996975412760065	0.7308418522418534	0.0013155520537391867	downregulated set	0.6567164179104478	-0.6066575718204752	0.18584810953052208	0.996975412760065	0.7308418522418534	0.0013155520537391867
EPHA2	EPHR	2	14	4	28	37	268	1.0347490347490347	0.04928090277121845	0.6020440476625217	1.0000000000004792	0.22037173306616162	2.081018672821495e-13	1.0347490347490347	0.04928090277121845	0.563686383792398	1.0000000000004994	0.248962455715996	2.1687724722778012e-13	upregulated set	1.0347490347490347	0.04928090277121845	0.6020440476625217	1.0000000000004792	0.22037173306616162	2.081018672821495e-13
TXK	TEC	3	14	6	28	76	268	0.7556390977443609	-0.404230744322261	0.8038816597452572	1.0000000000004792	0.09480787948831063	2.081018672821495e-13	0.7556390977443609	-0.404230744322261	0.8418535546379948	1.0000000000004994	0.07476345000169346	2.1687724722778012e-13	upregulated set	0.7556390977443609	-0.404230744322261	0.8038816597452572	1.0000000000004792	0.09480787948831063	2.081018672821495e-13
RON	HGFR	6	14	5	28	52	268	2.2087912087912085	1.1432570509802322	0.045190461024235615	0.7438766786745143	1.3449532280589234	0.12849905667236047	0.9203296703296703	-0.11977735485356159	0.6600977176109678	1.0000000000004994	0.18039176888555447	2.1687724722778012e-13	upregulated set	2.2087912087912085	1.1432570509802322	0.045190461024235615	0.7438766786745143	1.3449532280589234	0.12849905667236047
INSR	INSR	4	14	5	28	29	268	2.6403940886699506	1.4007532732725962	0.06675816347078975	0.7438766786745143	1.175495619348584	0.12849905667236047	1.6502463054187193	0.7226813681599586	0.2046779390782957	0.996975412760065	0.6889289646304947	0.0013155520537391867	upregulated set	2.6403940886699506	1.4007532732725962	0.06675816347078975	0.7438766786745143	1.175495619348584	0.12849905667236047
DDR1	DDR	2	14	9	28	65	268	0.5890109890109889	-0.7636335446282864	0.8860143711226383	1.0000000000004792	0.05255923381425461	2.081018672821495e-13	1.3252747252747252	0.4062914568140261	0.24074376157089808	0.996975412760065	0.6184449579954854	0.0013155520537391867	downregulated set	0.7545605306799337	-0.4062914568140261	0.24074376157089808	0.996975412760065	0.6184449579954854	0.0013155520537391867
SYK	SYK	2	14	9	28	101	268	0.37906647807637905	-1.3994772143516265	0.9862433434268605	1.0000000000004792	0.006015915009634915	2.081018672821495e-13	0.852899575671853	-0.22955221290931382	0.7812752100293516	1.0000000000004994	0.10719595569588	2.1687724722778012e-13	downregulated set	1.1724709784411276	0.22955221290931382	0.7812752100293516	1.0000000000004994	0.10719595569588	2.1687724722778012e-13
TYK2	JAK	8	14	6	28	89	268	1.7207062600321026	0.7830008374337706	0.06358678304186897	0.7438766786745143	1.1966331461204152	0.12849905667236047	0.6452648475120385	-0.6320366618450733	0.9353357144956501	1.0000000000004994	0.029032482406147028	2.1687724722778012e-13	upregulated set	1.7207062600321026	0.7830008374337706	0.06358678304186897	0.7438766786745143	1.1966331461204152	0.12849905667236047
HCK	SRC	2	14	3	28	34	268	1.1260504201680672	0.1712714271498289	0.5548812347928067	1.0000000000004792	0.2557999620911108	2.081018672821495e-13	0.8445378151260503	-0.24376607212901508	0.7109443931472739	1.0000000000004994	0.14816436649064493	2.1687724722778012e-13	upregulated set	1.1260504201680672	0.1712714271498289	0.5548812347928067	1.0000000000004792	0.2557999620911108	2.081018672821495e-13
KIT	PDGFR	5	14	4	28	23	268	4.161490683229814	2.057100407230518	0.007180121553447686	0.28002474058445975	2.1438682034534184	0.5528035964269193	1.6645962732919255	0.7351723123431555	0.242852985159503	0.996975412760065	0.6146565537913906	0.0013155520537391867	upregulated set	4.161490683229814	2.057100407230518	0.007180121553447686	0.28002474058445975	2.1438682034534184	0.5528035964269193
DDR2	DDR	3	14	8	28	85	268	0.6756302521008403	-0.5656941670163774	0.8677802973259882	1.0000000000004792	0.06159021461213142	2.081018672821495e-13	0.9008403361344537	-0.15065666773753358	0.7048889044116522	1.0000000000004994	0.15187932556592923	2.1687724722778012e-13	downregulated set	1.1100746268656718	0.15065666773753358	0.7048889044116522	1.0000000000004994	0.15187932556592923	2.1687724722778012e-13
YES	SRC	1	14	1	28	52	268	0.3681318681318681	-1.441705449740924	0.949815385208468	1.0000000000004792	0.022360799949805093	2.081018672821495e-13	0.18406593406593405	-2.441705449740924	0.9970431264315908	1.0000000000004994	0.0012860561655853168	2.1687724722778012e-13	upregulated set	0.3681318681318681	-1.441705449740924	0.949815385208468	1.0000000000004792	0.022360799949805093	2.081018672821495e-13
FAK	FAK	3	14	11	28	90	268	0.638095238095238	-0.6481563272083504	0.8955817096020307	1.0000000000004792	0.04789478456601234	2.081018672821495e-13	1.1698412698412697	0.22631279070779067	0.34062533234698406	1.0000000000004994	0.4677230566394193	2.1687724722778012e-13	downregulated set	0.8548168249660788	-0.22631279070779067	0.34062533234698406	1.0000000000004994	0.4677230566394193	2.1687724722778012e-13
AXL	TAMR	2	14	3	28	60	268	0.638095238095238	-0.6481563272083504	0.8538250834394454	1.0000000000004792	0.0686310907603197	2.081018672821495e-13	0.47857142857142854	-1.0631938264871943	0.962530030357775	1.0000000000004994	0.016585711881573338	2.1687724722778012e-13	upregulated set	0.638095238095238	-0.6481563272083504	0.8538250834394454	1.0000000000004792	0.0686310907603197	2.081018672821495e-13
IGF1R	INSR	2	14	12	28	40	268	0.9571428571428572	-0.06319382648719396	0.6458474480061058	1.0000000000004792	0.18987005214903285	2.081018672821495e-13	2.8714285714285714	1.5217686742339622	0.0008616009390855812	0.06720487324867534	3.064693836358794	1.1725992336683133	downregulated set	0.3482587064676617	-1.5217686742339622	0.0008616009390855812	0.06720487324867534	3.064693836358794	1.1725992336683133
PDGFRB	PDGFR	3	14	6	28	30	268	1.9142857142857141	0.9368061735128059	0.2167136522798258	1.0000000000004792	0.6641137286292721	2.081018672821495e-13	1.9142857142857141	0.9368061735128059	0.10592829014354105	0.9598673236417745	0.9749880378863915	0.017788792577450554	upregulated set	1.9142857142857141	0.9368061735128059	0.2167136522798258	1.0000000000004792	0.6641137286292721	2.081018672821495e-13
PDGFRA	PDGFR	6	14	2	28	33	268	3.4805194805194803	1.7993026497628712	0.006219133425149205	0.28002474058445975	2.206270125742441	0.5528035964269193	0.5800865800865801	-0.785659850958285	0.8726250820479229	1.0000000000004994	0.059172308151334355	2.1687724722778012e-13	upregulated set	3.4805194805194803	1.7993026497628712	0.006219133425149205	0.28002474058445975	2.206270125742441	0.5528035964269193
FER	FES	0	14	5	28	67	268	0.14285714285714285	-2.8073549220576046	0.9999999999998327	1.0000000000004792	7.266207460479626e-14	2.081018672821495e-13	0.7142857142857143	-0.4854268271702417	0.859108211281423	1.0000000000004994	0.06595212999582255	2.1687724722778012e-13	downregulated set	1.4	0.4854268271702417	0.859108211281423	1.0000000000004994	0.06595212999582255	2.1687724722778012e-13
FES	FES	1	14	1	28	32	268	0.5982142857142857	-0.7412657315998318	0.8324776806514794	1.0000000000004792	0.07962740142505581	2.081018672821495e-13	0.29910714285714285	-1.741265731599832	0.9692351779022084	1.0000000000004994	0.013570831749177666	2.1687724722778012e-13	upregulated set	0.5982142857142857	-0.7412657315998318	0.8324776806514794	1.0000000000004792	0.07962740142505581	2.081018672821495e-13
