kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
ITK	TEC	1	20	3	14	50	240	0.24	-2.0588936890535687	0.9894955139110914	1.000000000000512	0.004586170419762617	2.2237391378713108e-13	1.0285714285714285	0.04064198449734577	0.5891450619684901	1.0000000000001468	0.22977775808932022	6.37420455391676e-14	downregulated set	0.9722222222222223	-0.04064198449734577	0.5891450619684901	1.0000000000001468	0.22977775808932022	6.37420455391676e-14
JAK2	JAK	10	20	4	14	63	240	1.9047619047619047	0.929610672108602	0.02582627321553552	0.2670661167667481	1.5879382588944557	0.5733812083270783	1.0884353741496597	0.1222557500509978	0.5296623749588354	1.0000000000001468	0.2760008764661789	6.37420455391676e-14	upregulated set	1.9047619047619047	0.929610672108602	0.02582627321553552	0.2670661167667481	1.5879382588944557	0.5733812083270783
JAK3	JAK	11	20	2	14	74	240	1.7837837837837838	0.8349407537295036	0.027391396591461344	0.2670661167667481	1.562385824025615	0.5733812083270783	0.4633204633204633	-1.1099176920780356	0.9562640007129843	1.0000000000001468	0.019422193262765588	6.37420455391676e-14	upregulated set	1.7837837837837838	0.8349407537295036	0.027391396591461344	0.2670661167667481	1.562385824025615	0.5733812083270783
JAK1	JAK	10	20	4	14	95	240	1.2631578947368423	0.33703498727757086	0.24799349423430755	0.9211186928702852	0.6055597121383036	0.035684404181742437	0.7218045112781954	-0.4703199347800335	0.8661340498362166	1.0000000000001468	0.062414887891586376	6.37420455391676e-14	upregulated set	1.2631578947368423	0.33703498727757086	0.24799349423430755	0.9211186928702852	0.6055597121383036	0.035684404181742437
VEGFR2	VEGFR	5	20	2	14	35	240	1.7142857142857142	0.7776075786635519	0.17575427133217814	0.721517534942626	0.7550941115800925	0.14175310984244113	0.9795918367346937	-0.02974734339405223	0.633499148220266	1.0000000000001468	0.19825396471658874	6.37420455391676e-14	upregulated set	1.7142857142857142	0.7776075786635519	0.17575427133217814	0.721517534942626	0.7550941115800925	0.14175310984244113
VEGFR3	VEGFR	11	20	3	14	45	240	2.9333333333333336	1.5525410230287788	0.0006502070499074201	0.05071614989277877	3.1869483259514086	1.2948537232609283	1.1428571428571428	0.19264507794239583	0.5133845114222559	1.0000000000001468	0.28955723793437493	6.37420455391676e-14	upregulated set	2.9333333333333336	1.5525410230287788	0.0006502070499074201	0.05071614989277877	3.1869483259514086	1.2948537232609283
VEGFR1	VEGFR	12	20	1	14	67	240	2.1492537313432836	1.1038358109845399	0.0041655494614957125	0.10830428599888853	2.3803277043756426	0.9653543564048246	0.25586353944562895	-1.9665535169068584	0.9888795533477857	1.0000000000001468	0.004856602742515377	6.37420455391676e-14	upregulated set	2.1492537313432836	1.1038358109845399	0.0041655494614957125	0.10830428599888853	2.3803277043756426	0.9653543564048246
EGFR	ErbB	9	20	1	14	74	240	1.4594594594594594	0.5454341365345187	0.14578214071743464	0.6329685647708876	0.8362956767240922	0.19861785789029063	0.23166023166023164	-2.1099176920780356	0.9936299887121521	1.0000000000001468	0.0027753095430308	6.37420455391676e-14	upregulated set	1.4594594594594594	0.5454341365345187	0.14578214071743464	0.6329685647708876	0.8362956767240922	0.19861785789029063
FRK	FRK	2	20	0	14	7	240	3.428571428571429	1.7776075786635521	0.14606966879328176	0.6329685647708876	0.835439955477465	0.19861785789029063	1.2244897959183672	0.29218075149331013	0.9999999999999024	1.0000000000001468	4.238219215501904e-14	6.37420455391676e-14	upregulated set	3.428571428571429	1.7776075786635521	0.14606966879328176	0.6329685647708876	0.835439955477465	0.19861785789029063
CSFR	PDGFR	5	20	3	14	31	240	1.9354838709677418	0.9526942852216432	0.12427713620475432	0.6329685647708876	0.9056087630192712	0.19861785789029063	1.658986175115207	0.7303018638851952	0.28403547086963693	1.0000000000001468	0.5466274210761257	6.37420455391676e-14	upregulated set	1.9354838709677418	0.9526942852216432	0.12427713620475432	0.6329685647708876	0.9056087630192712	0.19861785789029063
PYK2	FAK	1	20	3	14	33	240	0.36363636363636365	-1.4594316186372973	0.9460212282483595	1.000000000000512	0.02409911813553931	2.2237391378713108e-13	1.5584415584415583	0.6401040549136171	0.3168162060205793	1.0000000000001468	0.4991926111567333	6.37420455391676e-14	downregulated set	0.6416666666666667	-0.6401040549136171	0.3168162060205793	1.0000000000001468	0.4991926111567333	6.37420455391676e-14
BLK	SRC	3	20	4	14	48	240	0.7499999999999999	-0.41503749927884404	0.7928598707668068	1.000000000000512	0.10080356265761074	2.2237391378713108e-13	1.4285714285714284	0.514573172829758	0.31569582288788695	1.0000000000001468	0.5007311644135872	6.37420455391676e-14	downregulated set	0.7000000000000001	-0.514573172829758	0.31569582288788695	1.0000000000001468	0.5007311644135872	6.37420455391676e-14
TNK1	ACK	6	20	10	14	95	240	0.7578947368421053	-0.39993060688863546	0.8614570062142503	1.000000000000512	0.06476639253962274	2.2237391378713108e-13	1.8045112781954888	0.8516081601073291	0.019625003582440282	0.6822464912905297	1.707190255304549	0.16605868917522223	downregulated set	0.5541666666666666	-0.8516081601073291	0.019625003582440282	0.6822464912905297	1.707190255304549	0.16605868917522223
ETK	TEC	2	20	2	14	41	240	0.5853658536585366	-0.7725895038969276	0.8766968772375207	1.000000000000512	0.05715054038410043	2.2237391378713108e-13	0.8362369337979093	-0.2580163310671694	0.7209363312878475	1.0000000000001468	0.1421030878343914	6.37420455391676e-14	downregulated set	1.1958333333333335	0.2580163310671694	0.7209363312878475	1.0000000000001468	0.1421030878343914	6.37420455391676e-14
ALK	LTKR	0	20	1	14	28	240	0.2142857142857143	-2.222392421336448	1.000000000000512	1.000000000000512	2.2237391378713108e-13	2.2237391378713108e-13	0.6122448979591836	-0.70781924850669	0.8254021346582953	1.0000000000001468	0.08333441228302786	6.37420455391676e-14	downregulated set	1.6333333333333335	0.70781924850669	0.8254021346582953	1.0000000000001468	0.08333441228302786	6.37420455391676e-14
FLT3	PDGFR	6	20	2	14	31	240	2.32258064516129	1.215728691055437	0.04707888143037945	0.4080169723966219	1.3271738643159612	0.38932177106480564	1.1059907834101381	0.14533936316403906	0.5658164206798034	1.0000000000001468	0.24732445294275082	6.37420455391676e-14	upregulated set	2.32258064516129	1.215728691055437	0.04707888143037945	0.4080169723966219	1.3271738643159612	0.38932177106480564
LCK	SRC	2	20	4	14	39	240	0.6153846153846154	-0.7004397181410922	0.8574044029060938	1.000000000000512	0.06681429064937583	2.2237391378713108e-13	1.758241758241758	0.8141334546886659	0.19662316664928894	1.0000000000001468	0.706365313791717	6.37420455391676e-14	downregulated set	0.5687500000000001	-0.8141334546886659	0.19662316664928894	1.0000000000001468	0.706365313791717	6.37420455391676e-14
ROS	ROSR	2	20	2	14	77	240	0.3116883116883117	-1.6818240399737452	0.9945292264048299	1.000000000000512	0.00238244966389161	2.2237391378713108e-13	0.44526901669758806	-1.1672508671439872	0.96410649372759	1.0000000000001468	0.015874991943825356	6.37420455391676e-14	downregulated set	2.2458333333333336	1.1672508671439872	0.96410649372759	1.0000000000001468	0.015874991943825356	6.37420455391676e-14
MER	TAMR	2	20	4	14	46	240	0.5217391304347826	-0.9385994553358568	0.9153949624415092	1.000000000000512	0.03839148189110366	2.2237391378713108e-13	1.4906832298136645	0.5759737174939015	0.2878963721863313	1.0000000000001468	0.5407638076796965	6.37420455391676e-14	downregulated set	0.6708333333333334	-0.5759737174939015	0.2878963721863313	1.0000000000001468	0.5407638076796965	6.37420455391676e-14
MET	HGFR	4	20	2	14	20	240	2.4000000000000004	1.2630344058337941	0.09845933685040237	0.5907560211024142	1.0067430936412727	0.228591843257629	1.7142857142857142	0.7776075786635519	0.34656832911424146	1.0000000000001468	0.46021112748296356	6.37420455391676e-14	upregulated set	2.4000000000000004	1.2630344058337941	0.09845933685040237	0.5907560211024142	1.0067430936412727	0.228591843257629
SRC	SRC	2	20	5	14	50	240	0.48	-1.0588936890535685	0.9382296009429636	1.000000000000512	0.027690869274821284	2.2237391378713108e-13	1.7142857142857142	0.7776075786635519	0.16194650508258995	1.0000000000001468	0.7906284199274913	6.37420455391676e-14	downregulated set	0.5833333333333334	-0.7776075786635519	0.16194650508258995	1.0000000000001468	0.7906284199274913	6.37420455391676e-14
CSK	CSK	6	20	1	14	32	240	2.25	1.1699250014423124	0.053082949731898504	0.41404700790880833	1.275044952109543	0.38295034941906264	0.5357142857142857	-0.9004643264490856	0.865208679853004	1.0000000000001468	0.06287913232893001	6.37420455391676e-14	upregulated set	2.25	1.1699250014423124	0.053082949731898504	0.41404700790880833	1.275044952109543	0.38295034941906264
FYN	SRC	1	20	5	14	62	240	0.1935483870967742	-2.3692338096657193	0.9969656741679691	1.000000000000512	0.0013197943223162243	2.2237391378713108e-13	1.3824884792626726	0.46726745805140135	0.29632159262250846	1.0000000000001468	0.5282367008144784	6.37420455391676e-14	downregulated set	0.7233333333333335	-0.46726745805140135	0.29632159262250846	1.0000000000001468	0.5282367008144784	6.37420455391676e-14
TIE2	TIER	3	20	3	14	51	240	0.7058823529411765	-0.5025003405291831	0.8274757802259871	1.000000000000512	0.08224470893368278	2.2237391378713108e-13	1.0084033613445378	0.012072832300574972	0.60356648341794	1.0000000000001468	0.21927488498456757	6.37420455391676e-14	downregulated set	0.9916666666666667	-0.012072832300574972	0.60356648341794	1.0000000000001468	0.21927488498456757	6.37420455391676e-14
BRK	FRK	1	20	6	14	86	240	0.13953488372093023	-2.841302253980942	0.9998045232985202	1.000000000000512	0.00008490275131858858	2.2237391378713108e-13	1.1960132890365447	0.2582334195699725	0.39483607435380913	1.0000000000001468	0.40358317470283195	6.37420455391676e-14	downregulated set	0.8361111111111112	-0.2582334195699725	0.39483607435380913	1.0000000000001468	0.40358317470283195	6.37420455391676e-14
CTK	CSK	10	20	1	14	41	240	2.926829268292683	1.5493385909904347	0.0014159538182193145	0.055222198910553265	2.8489509110668623	1.257886304040363	0.41811846689895465	-1.2580163310671695	0.9260481277911402	1.0000000000001468	0.0333664419455301	6.37420455391676e-14	upregulated set	2.926829268292683	1.5493385909904347	0.0014159538182193145	0.055222198910553265	2.8489509110668623	1.257886304040363
EPHB2	EPHR	3	20	3	14	39	240	0.923076923076923	-0.11547721741993608	0.6584931841111289	1.000000000000512	0.18144871594630604	2.2237391378713108e-13	1.3186813186813187	0.3990959554098223	0.4163710812947873	1.0000000000001468	0.380519441674069	6.37420455391676e-14	downregulated set	0.7583333333333333	-0.3990959554098223	0.4163710812947873	1.0000000000001468	0.380519441674069	6.37420455391676e-14
EPHB1	EPHR	2	20	1	14	24	240	1	0	0.6185332503112464	1.000000000000512	0.2086369491657352	2.2237391378713108e-13	0.7142857142857142	-0.48542682717024194	0.7748998120061207	1.0000000000001468	0.11075444446863389	6.37420455391676e-14	upregulated set	1	0	0.6185332503112464	1.000000000000512	0.2086369491657352	2.2237391378713108e-13
EPHB4	EPHR	1	20	2	14	25	240	0.48	-1.0588936890535685	0.8884144881862335	1.000000000000512	0.05138436762916037	2.2237391378713108e-13	1.3714285714285712	0.4556794837761895	0.45126116739714184	1.0000000000001468	0.345572037432115	6.37420455391676e-14	downregulated set	0.7291666666666667	-0.4556794837761895	0.45126116739714184	1.0000000000001468	0.345572037432115	6.37420455391676e-14
EPHB3	EPHR	2	20	3	14	42	240	0.5714285714285715	-0.807354922057604	0.8854725561807951	1.000000000000512	0.05282489453482313	2.2237391378713108e-13	1.2244897959183674	0.29218075149331035	0.46550115534132264	1.0000000000001468	0.33207923679276	6.37420455391676e-14	downregulated set	0.8166666666666667	-0.29218075149331035	0.46550115534132264	1.0000000000001468	0.33207923679276	6.37420455391676e-14
EPHA5	EPHR	2	20	1	14	51	240	0.4705882352941177	-1.0874628412503393	0.9430043673469566	1.000000000000512	0.025486295904992247	2.2237391378713108e-13	0.3361344537815126	-1.5728896684205813	0.9632281526792932	1.0000000000001468	0.016270832591036028	6.37420455391676e-14	upregulated set	0.4705882352941177	-1.0874628412503393	0.9430043673469566	1.000000000000512	0.025486295904992247	2.2237391378713108e-13
EPHA4	EPHR	1	20	2	14	62	240	0.1935483870967742	-2.3692338096657193	0.9969656741679691	1.000000000000512	0.0013197943223162243	2.2237391378713108e-13	0.5529953917050691	-0.854660636835961	0.9082053268861847	1.0000000000001468	0.04181595516518732	6.37420455391676e-14	downregulated set	1.8083333333333336	0.854660636835961	0.9082053268861847	1.0000000000001468	0.04181595516518732	6.37420455391676e-14
EPHA7	EPHR	0	20	1	14	7	240	0.8571428571428572	-0.22239242133644782	1.000000000000253	1.000000000000512	1.0983689844040551e-13	2.2237391378713108e-13	2.4489795918367343	1.2921807514933101	0.3687962076668178	1.0000000000001468	0.4332135534476993	6.37420455391676e-14	downregulated set	0.4083333333333334	-1.2921807514933101	0.3687962076668178	1.0000000000001468	0.4332135534476993	6.37420455391676e-14
EPHA6	EPHR	1	20	0	14	15	240	0.8	-0.3219280948873623	0.7330823666246457	1.000000000000512	0.13484722677643415	2.2237391378713108e-13	0.5714285714285714	-0.8073549220576043	0.9999999999998066	1.0000000000001468	8.399292233679943e-14	6.37420455391676e-14	upregulated set	0.8	-0.3219280948873623	0.7330823666246457	1.000000000000512	0.13484722677643415	2.2237391378713108e-13
MUSK	MuSK	7	20	3	14	32	240	2.625	1.3923174227787602	0.01745520509577189	0.22691766624503454	1.7580750439315154	0.6441316916246785	1.607142857142857	0.6844981742720705	0.30036595773362984	1.0000000000001468	0.5223492900640235	6.37420455391676e-14	upregulated set	2.625	1.3923174227787602	0.01745520509577189	0.22691766624503454	1.7580750439315154	0.6441316916246785
EPHA8	EPHR	0	20	1	14	29	240	0.20689655172413793	-2.273018494406416	1.0000000000000315	1.000000000000512	1.3693450025056461e-14	2.2237391378713108e-13	0.5911330049261083	-0.7584453215766579	0.8362660018347298	1.0000000000001468	0.0776555589795356	6.37420455391676e-14	downregulated set	1.6916666666666669	0.7584453215766579	0.8362660018347298	1.0000000000001468	0.0776555589795356	6.37420455391676e-14
ARG	ABL	4	20	4	14	48	240	1	0	0.5955800486115185	1.000000000000512	0.22505985914526994	2.2237391378713108e-13	1.4285714285714284	0.514573172829758	0.31569582288788695	1.0000000000001468	0.5007311644135872	6.37420455391676e-14	downregulated set	0.7000000000000001	-0.514573172829758	0.31569582288788695	1.0000000000001468	0.5007311644135872	6.37420455391676e-14
BTK	TEC	3	20	2	14	46	240	0.7826086956521738	-0.3536369546147007	0.767032596427152	1.000000000000512	0.11518617953519662	2.2237391378713108e-13	0.7453416149068323	-0.42402628250609853	0.7811374109816419	1.0000000000001468	0.1072725620486222	6.37420455391676e-14	upregulated set	0.7826086956521738	-0.3536369546147007	0.767032596427152	1.000000000000512	0.11518617953519662	2.2237391378713108e-13
EPHA1	EPHR	1	20	2	14	7	240	1.7142857142857144	0.7776075786635522	0.4776930983881049	1.000000000000512	0.3208510332689061	2.2237391378713108e-13	4.897959183673469	2.2921807514933104	0.0814188713198402	1.0000000000001468	1.0892749223811196	6.37420455391676e-14	downregulated set	0.2041666666666667	-2.2921807514933104	0.0814188713198402	1.0000000000001468	1.0892749223811196	6.37420455391676e-14
EPHA3	EPHR	2	20	0	14	30	240	0.8	-0.3219280948873623	0.7364206235857902	1.000000000000512	0.13287405750630715	2.2237391378713108e-13	0.2857142857142857	-1.8073549220576042	0.9999999999994705	1.0000000000001468	2.299438843996922e-13	6.37420455391676e-14	upregulated set	0.8	-0.3219280948873623	0.7364206235857902	1.000000000000512	0.13287405750630715	2.2237391378713108e-13
EPHA2	EPHR	1	20	1	14	29	240	0.41379310344827586	-1.273018494406416	0.9221340189816785	1.000000000000512	0.03520595587210749	2.2237391378713108e-13	0.5911330049261083	-0.7584453215766579	0.8362660018347298	1.0000000000001468	0.0776555589795356	6.37420455391676e-14	downregulated set	1.6916666666666669	0.7584453215766579	0.8362660018347298	1.0000000000001468	0.0776555589795356	6.37420455391676e-14
TXK	TEC	3	20	4	14	65	240	0.5538461538461539	-0.8524428115861422	0.9335548621572317	1.000000000000512	0.029860154809667666	2.2237391378713108e-13	1.054945054945055	0.07716786052245996	0.5571309130577659	1.0000000000001468	0.2540427435367187	6.37420455391676e-14	downregulated set	0.9479166666666666	-0.07716786052245996	0.5571309130577659	1.0000000000001468	0.2540427435367187	6.37420455391676e-14
RON	HGFR	5	20	1	14	48	240	1.25	0.32192809488736235	0.3859702375714434	1.000000000000512	0.4134461827811739	2.2237391378713108e-13	0.3571428571428571	-1.485426827170242	0.9544858179544679	1.0000000000001468	0.020230520104126896	6.37420455391676e-14	upregulated set	1.25	0.32192809488736235	0.3859702375714434	1.000000000000512	0.4134461827811739	2.2237391378713108e-13
INSR	INSR	1	20	2	14	35	240	0.34285714285714286	-1.5443205162238103	0.9551716119749194	1.000000000000512	0.019918593402572893	2.2237391378713108e-13	0.9795918367346937	-0.02974734339405223	0.633499148220266	1.0000000000001468	0.19825396471658874	6.37420455391676e-14	downregulated set	1.0208333333333335	0.02974734339405223	0.633499148220266	1.0000000000001468	0.19825396471658874	6.37420455391676e-14
DDR1	DDR	6	20	2	14	59	240	1.2203389830508475	0.2872819520804712	0.380711269282156	1.000000000000512	0.4194042676179438	2.2237391378713108e-13	0.5811138014527845	-0.7831073758109269	0.8908346873356298	1.0000000000001468	0.05020288074311741	6.37420455391676e-14	upregulated set	1.2203389830508475	0.2872819520804712	0.380711269282156	1.000000000000512	0.4194042676179438	2.2237391378713108e-13
SYK	SYK	3	20	4	14	94	240	0.3829787234042553	-1.384663850235325	0.9945207005898007	1.000000000000512	0.0023861727624128457	2.2237391378713108e-13	0.729483282674772	-0.455053178126723	0.8594028770260994	1.0000000000001468	0.06580319676048445	6.37420455391676e-14	downregulated set	1.3708333333333333	0.455053178126723	0.8594028770260994	1.0000000000001468	0.06580319676048445	6.37420455391676e-14
TYK2	JAK	11	20	7	14	83	240	1.5903614457831328	0.669354688011529	0.05879532069579352	0.41691227402471764	1.230657236455518	0.37995531892326256	1.4457831325301205	0.5318511642615937	0.18677506276415	1.0000000000001468	0.7286811089778794	6.37420455391676e-14	upregulated set	1.5903614457831328	0.669354688011529	0.05879532069579352	0.41691227402471764	1.230657236455518	0.37995531892326256
HCK	SRC	2	20	5	14	29	240	0.8275862068965517	-0.27301849440641596	0.7190053728475762	1.000000000000512	0.1432678642911979	2.2237391378713108e-13	2.955665024630542	1.5634827733107046	0.026240249665020372	0.6822464912905297	1.5810320371460402	0.16605868917522223	downregulated set	0.3383333333333333	-1.5634827733107046	0.026240249665020372	0.6822464912905297	1.5810320371460402	0.16605868917522223
KIT	PDGFR	4	20	1	14	19	240	2.5263157894736845	1.3370349872775709	0.086419072419052	0.561723970723838	1.0633903995088108	0.25047704286595524	0.9022556390977443	-0.14839183989267116	0.692716909090461	1.0000000000001468	0.15944421118652854	6.37420455391676e-14	upregulated set	2.5263157894736845	1.3370349872775709	0.086419072419052	0.561723970723838	1.0633903995088108	0.25047704286595524
DDR2	DDR	8	20	2	14	81	240	1.1851851851851851	0.24511249783653138	0.36708947518783097	1.000000000000512	0.4352280669625702	2.2237391378713108e-13	0.4232804232804232	-1.2403143293337107	0.9726368108311421	1.0000000000001468	0.012049297961019586	6.37420455391676e-14	upregulated set	1.1851851851851851	0.24511249783653138	0.36708947518783097	1.000000000000512	0.4352280669625702	2.2237391378713108e-13
YES	SRC	3	20	5	14	59	240	0.6101694915254238	-0.7127180479195289	0.8979669607623371	1.000000000000512	0.04673964219969977	2.2237391378713108e-13	1.4527845036319613	0.5388207190764356	0.2598498324198888	1.0000000000001468	0.5852775589224803	6.37420455391676e-14	downregulated set	0.6883333333333334	-0.5388207190764356	0.2598498324198888	1.0000000000001468	0.5852775589224803	6.37420455391676e-14
FAK	FAK	4	20	0	14	73	240	0.6575342465753425	-0.6048620581588608	0.8954876230995223	1.000000000000512	0.04794041233502437	2.2237391378713108e-13	0.11741682974559688	-3.0902888853291026	0.9999999999996957	1.0000000000001468	1.3216107929114812e-13	6.37420455391676e-14	upregulated set	0.6575342465753425	-0.6048620581588608	0.8954876230995223	1.000000000000512	0.04794041233502437	2.2237391378713108e-13
AXL	TAMR	3	20	4	14	51	240	0.7058823529411765	-0.5025003405291831	0.8274757802259871	1.000000000000512	0.08224470893368278	2.2237391378713108e-13	1.3445378151260503	0.4271103315794187	0.3582581045629305	1.0000000000001468	0.4458039761514237	6.37420455391676e-14	downregulated set	0.74375	-0.4271103315794187	0.3582581045629305	1.0000000000001468	0.4458039761514237	6.37420455391676e-14
IGF1R	INSR	3	20	2	14	44	240	0.8181818181818182	-0.2895066171949848	0.738924928512257	1.000000000000512	0.13139968175265146	2.2237391378713108e-13	0.7792207792207793	-0.3598959450863828	0.7583901004065344	1.0000000000001468	0.12010734466639789	6.37420455391676e-14	upregulated set	0.8181818181818182	-0.2895066171949848	0.738924928512257	1.000000000000512	0.13139968175265146	2.2237391378713108e-13
PDGFRB	PDGFR	2	20	2	14	27	240	0.888888888888889	-0.16992500144231226	0.6815314101933174	1.000000000000512	0.1665141237481907	2.2237391378713108e-13	1.2698412698412698	0.3446481713874458	0.49103075103236393	1.0000000000001468	0.30889130912860374	6.37420455391676e-14	downregulated set	0.7875000000000001	-0.3446481713874458	0.49103075103236393	1.0000000000001468	0.30889130912860374	6.37420455391676e-14
PDGFRA	PDGFR	7	20	2	14	28	240	2.9999999999999996	1.584962500721156	0.009315455285204527	0.1453211024491906	2.0307959144639227	0.837671316109461	1.2244897959183672	0.29218075149331013	0.5103499865304432	1.0000000000001468	0.2921318923552818	6.37420455391676e-14	upregulated set	2.9999999999999996	1.584962500721156	0.009315455285204527	0.1453211024491906	2.0307959144639227	0.837671316109461
FER	FES	1	20	7	14	50	240	0.24	-2.0588936890535687	0.9894955139110914	1.000000000000512	0.004586170419762617	2.2237391378713108e-13	2.4	1.2630344058337937	0.018636347033423692	0.6822464912905297	1.7296392110110197	0.16605868917522223	downregulated set	0.4166666666666667	-1.2630344058337937	0.018636347033423692	0.6822464912905297	1.7296392110110197	0.16605868917522223
FES	FES	2	20	0	14	29	240	0.8275862068965517	-0.27301849440641596	0.7190053728475762	1.000000000000512	0.1432678642911979	2.2237391378713108e-13	0.29556650246305416	-1.7584453215766578	0.9999999999999173	1.0000000000001468	3.592119812911143e-14	6.37420455391676e-14	upregulated set	0.8275862068965517	-0.27301849440641596	0.7190053728475762	1.000000000000512	0.1432678642911979	2.2237391378713108e-13
FGFR4	FGFR	3	20	1	14	64	240	0.5625	-0.8300749985576876	0.9284840555797538	1.000000000000512	0.03222554979516036	2.2237391378713108e-13	0.26785714285714285	-1.9004643264490857	0.9859734749749766	1.0000000000001468	0.006134768453263318	6.37420455391676e-14	upregulated set	0.5625	-0.8300749985576876	0.9284840555797538	1.000000000000512	0.03222554979516036	2.2237391378713108e-13
